Address       True          Mine
101650 e6a2f8561fca6013588e7c185ac5a8,    561f00601358007c185a0000
101660 cdc1d7819a25a5cdd68ea5bba8ec616b,    02500000616b
101670 e6a2f8561fca6013588e7c185ac5a8,    561f00601358007c185a0000
101680 b9006b0b8d00f9ea7f5a8386b23bafd,    6b0b8000f00386b230000
101690 eb92c09199dbf740c87ed5b11d2e6fdf,    0407e00001d2e6f00
1016a0 b9006b0b8d00f9ea7f5a8386b23bafd,    6b0b8000f00386b230000
1016b0 eb92c09199dbf740c87ed5b11d2e6fdf,    0407e00001d2e6f00
1016c0 3309e8f4f500b17578a460b0559a6341,    33090000757800600055006341
1016d0 c4b208e99a9a9993e7abf2487d90cbe,    c4b200003e7a0024c00
1016e0 3309e8f4f500b17578a460b0559a6341,    33090000757800600055006341
1016f0 c4b208e99a9a9993e7abf2487d90cbe,    c4b200003e7a0024c00
101700 dad444a1414b93af7c5af27243f60db,    4400414b00007c5a007243f6000
101710 beef7840b15acb7e8f421bef9adf6ecf,    78405a007e421b006e00
101720 dad444a1414b93af7c5af27243f60db,    4400414b00007c5a007243f6000
101730 beef7840b15acb7e8f421bef9adf6ecf,    78405a007e421b006e00
101740 ac0cc5771660f1b4287e6aa2928a7c71,    c007716600000287e6a007c71
101750 d70352a2e37eede99e79f2b06c97ea44,    352007e00007900006c000044
101760 ac0cc5771660f1b4287e6aa2928a7c71,    c007716600000287e6a007c71
101770 d70352a2e37eede99e79f2b06c97ea44,    352007e00007900006c000044
101780 4a234659565e916ea3e4044ae57dc7ac,    4a234659565e006e44a7d0000
101790 afcd3d37df7a87905ec3c16622ee614c,    3d377a00005e0000662200614c
1017a0 4a234659565e916ea3e4044ae57dc7ac,    4a234659565e006e44a7d0000
1017b0 afcd3d37df7a87905ec3c16622ee614c,    3d377a00005e0000662200614c
1017c0 ecb6c26ca8ae827ebd12ccd9d8800b06,    6c7e120000b06
1017d0 d528fcccb584f5b91a76ccdb37082755,    28000001a76000037082755
1017e0 ecb6c26ca8ae827ebd12ccd9d8800b06,    6c7e120000b06
1017f0 d528fcccb584f5b91a76ccdb37082755,    28000001a76000037082755
101800 d8df402743f5b40b8d1b6cf95d7701b2,    40274300000b1b6c005d770100
101810 89f7aae63602799bea312cf3c21afb2a,    036027900312c001a002a
101820 d8df402743f5b40b8d1b6cf95d7701b2,    40274300000b1b6c005d770100
101830 89f7aae63602799bea312cf3c21afb2a,    036027900312c001a002a
101840 66fbce9da5a84f8fbcf7fc321f82c242,    660000004f00321f000042
101850 ca406f18accbdd5b28e8c0da8e7b380a,    406f185b280000007b380a
101860 66fbce9da5a84f8fbcf7fc321f82c242,    660000004f00321f000042
101870 ca406f18accbdd5b28e8c0da8e7b380a,    406f185b280000007b380a
101880 538c40f761c085f1df1ed14197b8a7a3,    53004000610000001e00410
101890 a61ee1cb5206c77d7590d424463efe8,    1e00005206007d7590d4244630000
1018a0 538c40f761c085f1df1ed14197b8a7a3,    53004000610000001e00410
1018b0 a61ee1cb5206c77d7590d424463efe8,    1e00005206007d7590d4244630000
1018c0 43a3002ae6b0a8935f7b161ab52ee0c,    4300002a0500006152000c
1018d0 5803bd35b802228ad63aaad64eab7698,    58030035222003a00004e007600
1018e0 43a3002ae6b0a8935f7b161ab52ee0c,    4300002a0500006152000c
1018f0 5803bd35b802228ad63aaad64eab7698,    58030035222003a00004e007600
101900 e39df9dc6a951dd6a5c66d7bf1569fc0,    06a001d006d7b560000
101910 81468d85da2c6d8528bc3be6127158e1,    4600002c6d0028003b0012715800
101920 e39df9dc6a951dd6a5c66d7bf1569fc0,    06a001d006d7b560000
101930 81468d85da2c6d8528bc3be6127158e1,    4600002c6d0028003b0012715800
101940 814670c22d100a1929d1d715cee193a0,    4670002d100a19290000150
101950 439aac9071137bdb31478ccd16a97417,    4300000071137b003147000016007417
101960 814670c22d100a1929d1d715cee193a0,    4670002d100a19290000150
101970 439aac9071137bdb31478ccd16a97417,    4300000071137b003147000016007417
101980 a069b60d80644e11464b066392d7c1,    a060060d00644e11464b0663000000
101990 c876a91b9ff2deef2e4ceae822ccf8,    76001b9002d0008220000
1019a0 a069b60d80644e11464b066392d7c1,    a060060d00644e11464b0663000000
1019b0 c876a91b9ff2deef2e4ceae822ccf8,    76001b9002d0008220000
1019c0 aa014c47be98e7a616b9356594b2457e,    14c47016003565457e
1019d0 db5fb95566713b7534b201f55d641d20,    5f005566713b75340001005d641d20
1019e0 aa014c47be98e7a616b9356594b2457e,    14c47016003565457e
1019f0 db5fb95566713b7534b201f55d641d20,    5f005566713b75340001005d641d20
101a00 f809fd91f407db668036fd13671800fa,    900007006636001367180000
101a10 391a872912c91a5c8c0c37c66e3dbac7,    391a002912001a5cc37006e3d0000
101a20 f809fd91f407db668036fd13671800fa,    900007006636001367180000
101a30 391a872912c91a5c8c0c37c66e3dbac7,    391a002912001a5cc37006e3d0000
101a40 458990401a1b004d4fdae9ead1ed92c7,    450000401a1b004d4f0000000
101a50 d8f2e06e28e1ae5e6f31f50284997ea,    6e2800005e6f3100028490000
101a60 458990401a1b004d4fdae9ead1ed92c7,    450000401a1b004d4f0000000
101a70 d8f2e06e28e1ae5e6f31f50284997ea,    6e2800005e6f3100028490000
101a80 bff69d7eef84bb04b0d99031961fba23,    7e4311f0023
101a90 c3661c0cc6298f0a84de28e87646605f,    661c0c29000a28007646605f
101aa0 bff69d7eef84bb04b0d99031961fba23,    7e4311f0023
101ab0 c3661c0cc6298f0a84de28e87646605f,    661c0c29000a28007646605f
101ac0 2ca91e8b2d6f762980f33cad802585e,    2c001e002d6f76293c00802585e
101ad0 2dccd9a133f7852296157c0d7c97ff92,    2d00000033000022157c0d7c000000
101ae0 2ca91e8b2d6f762980f33cad802585e,    2c001e002d6f76293c00802585e
101af0 2dccd9a133f7852296157c0d7c97ff92,    2d00000033000022157c0d7c000000
101b00 578dbf63c8255725ad053e68fff2aa70,    5700006325572553e6870
101b10 bb8d143fcc502ac2701e2143386274f3,    143f502a00701e214338627400
101b20 578dbf63c8255725ad053e68fff2aa70,    5700006325572553e6870
101b30 bb8d143fcc502ac2701e2143386274f3,    143f502a00701e214338627400
101b40 d78209eee5c96ed9e5aa20f5dc5944e,    d7820005c00005a000f5d00004e
101b50 1d5152dc115638c0b194720d310ff159,    1d51520011563800720d310f0059
101b60 d78209eee5c96ed9e5aa20f5dc5944e,    d7820005c00005a000f5d00004e
101b70 1d5152dc115638c0b194720d310ff159,    1d51520011563800720d310f0059
101b80 6578cfdca9cca06245bb41374df06ce,    65780000a000006245b001374000600
101b90 179fe327b6012697c1b5aba800b43ea,    17900327b6012697c1b5a00b4300
101ba0 6578cfdca9cca06245bb41374df06ce,    65780000a000006245b001374000600
101bb0 179fe327b6012697c1b5aba800b43ea,    17900327b6012697c1b5a00b4300
101bc0 2b456a92a466d99630a4de18ca860e1,    20056002a466d00630a4d006000
101bd0 26f5737edfaec00284d97aa87afcd2cd,    2600737e27a007a000000
101be0 2b456a92a466d99630a4de18ca860e1,    20056002a466d00630a4d006000
101bf0 26f5737edfaec00284d97aa87afcd2cd,    2600737e27a007a000000
101c00 20202aaeb8bcf5dbb43206642ab7c8f5,    20202a0003206642a000000
101c10 6c3844b76384c600f63204a4aeab2717,    6c384400630000003204002717
101c20 20202aaeb8bcf5dbb43206642ab7c8f5,    20202a0003206642a000000
101c30 6c3844b76384c600f63204a4aeab2717,    6c384400630000003204002717
101c40 cab9c0c0c0dea6b1cc8ff3b3abded0ac,    0000
101c50 48617badacc0b8caf31781f68b4de559,    48617b0001700004d0059
101c60 cab9c0c0c0dea6b1cc8ff3b3abded0ac,    0000
101c70 48617badacc0b8caf31781f68b4de559,    48617b0001700004d0059
101c80 179ff01b78f0c1f91055ef6b8f3a6fb,    1700001b780000001055e000
101c90 c926d295a2291da017d774a06649b253,    260000291d001700740066490053
101ca0 179ff01b78f0c1f91055ef6b8f3a6fb,    1700001b780000001055e000
101cb0 c926d295a2291da017d774a06649b253,    260000291d001700740066490053
101cc0 6b765ba3588284e17044b9e987fef093,    6b765b0058000000704400000
101cd0 aa61aa59be6a453197120efbfc8692c8,    6100596a4531120e000
101ce0 6b765ba3588284e17044b9e987fef093,    6b765b0058000000704400000
101cf0 aa61aa59be6a453197120efbfc8692c8,    6100596a4531120e000
101d00 8cb3ab2f659bbc8f84a0fd9f22fe0841,    2f65000000022000841
101d10 765013c923de8e4a5d5bb961e6d9cd4,    765013002300004a50000001e6d0000
101d20 8cb3ab2f659bbc8f84a0fd9f22fe0841,    2f65000000022000841
101d30 765013c923de8e4a5d5bb961e6d9cd4,    765013002300004a50000001e6d0000
101d40 6de3135af70e7870201bec5e42b7cfa7,    6d00135ae7870201b005e42000000
101d50 d9b2d88772655c388d2745b3ca4d1b19,    072655c382745004d1b19
101d60 6de3135af70e7870201bec5e42b7cfa7,    6d00135ae7870201b005e42000000
101d70 d9b2d88772655c388d2745b3ca4d1b19,    072655c382745004d1b19
101d80 6d8c0e0b1fe1079f3cec3b61a3f62f0b,    6d000e0b1f0007003c003b612f0b
101d90 91622394acd1e35c8149738ff132850f,    6223005c49730032000f
101da0 6d8c0e0b1fe1079f3cec3b61a3f62f0b,    6d000e0b1f0007003c003b612f0b
101db0 91622394acd1e35c8149738ff132850f,    6223005c49730032000f
101dc0 5dd742c13db2167d3f78e11c6a8853a4,    5d0042003d00167d3f78001c6a005300
101dd0 19729fb0346c421e6515653b39a10b50,    19720000346c421e6515653b39000b50
101de0 5dd742c13db2167d3f78e11c6a8853a4,    5d0042003d00167d3f78001c6a005300
101df0 19729fb0346c421e6515653b39a10b50,    19720000346c421e6515653b39000b50
101e00 333071e65e3f04092c2aba78bc0d0cb9,    333071005e3f04092c2a0078d0c00
101e10 5eb7fba8e2570d41f339bebc54fbd12f,    5e000000570d413900005400002f
101e20 333071e65e3f04092c2aba78bc0d0cb9,    333071005e3f04092c2a0078d0c00
101e30 5eb7fba8e2570d41f339bebc54fbd12f,    5e000000570d413900005400002f
101e40 cdc1d7819a25a5cdd68ea5bba8ec616b,    02500000616b
101e50 e6a2f8561fca6013588e7c185ac5a8,    561f00601358007c185a0000
101e60 cdc1d7819a25a5cdd68ea5bba8ec616b,    02500000616b
101e70 e6a2f8561fca6013588e7c185ac5a8,    561f00601358007c185a0000
101e80 b9006b0b8d00f9ea7f5a8386b23bafd,    6b0b8000f00386b230000
101e90 eb92c09199dbf740c87ed5b11d2e6fdf,    0407e00001d2e6f00
101ea0 b9006b0b8d00f9ea7f5a8386b23bafd,    6b0b8000f00386b230000
101eb0 eb92c09199dbf740c87ed5b11d2e6fdf,    0407e00001d2e6f00
101ec0 3309e8f4f500b17578a460b0559a6341,    33090000757800600055006341
101ed0 c4b208e99a9a9993e7abf2487d90cbe,    c4b200003e7a0024c00
101ee0 3309e8f4f500b17578a460b0559a6341,    33090000757800600055006341
101ef0 c4b208e99a9a9993e7abf2487d90cbe,    c4b200003e7a0024c00
101f00 dad444a1414b93af7c5af27243f60db,    4400414b00007c5a007243f6000
101f10 beef7840b15acb7e8f421bef9adf6ecf,    78405a007e421b006e00
101f20 dad444a1414b93af7c5af27243f60db,    4400414b00007c5a007243f6000
101f30 beef7840b15acb7e8f421bef9adf6ecf,    78405a007e421b006e00
101f40 ac0cc5771660f1b4287e6aa2928a7c71,    c007716600000287e6a007c71
101f50 d70352a2e37eede99e79f2b06c97ea44,    352007e00007900006c000044
101f60 ac0cc5771660f1b4287e6aa2928a7c71,    c007716600000287e6a007c71
101f70 d70352a2e37eede99e79f2b06c97ea44,    352007e00007900006c000044
101f80 4a234659565e916ea3e4044ae57dc7ac,    4a234659565e006e44a7d0000
101f90 afcd3d37df7a87905ec3c16622ee614c,    3d377a00005e0000662200614c
101fa0 4a234659565e916ea3e4044ae57dc7ac,    4a234659565e006e44a7d0000
101fb0 afcd3d37df7a87905ec3c16622ee614c,    3d377a00005e0000662200614c
101fc0 ecb6c26ca8ae827ebd12ccd9d8800b06,    6c7e120000b06
101fd0 d528fcccb584f5b91a76ccdb37082755,    28000001a76000037082755
101fe0 ecb6c26ca8ae827ebd12ccd9d8800b06,    6c7e120000b06
101ff0 d528fcccb584f5b91a76ccdb37082755,    28000001a76000037082755
102000 51bc010f9eba4ba649f75d829f74742a,    5100010f4b0049005d0074742a
102010 f7c49362ae1852315dafb43c266bf08b,    621852315d00003c266b0000
102020 51bc010f9eba4ba649f75d829f74742a,    5100010f4b0049005d0074742a
102030 f7c49362ae1852315dafb43c266bf08b,    621852315d00003c266b0000
102040 df1b9c26873807f9fc7b5d4250697889,    1b00263807007b5d4250697800
102050 59e5ad8e51822effdd6d53e7275d516c,    5900000051002e006d5300275d516c
102060 df1b9c26873807f9fc7b5d4250697889,    1b00263807007b5d4250697800
102070 59e5ad8e51822effdd6d53e7275d516c,    5900000051002e006d5300275d516c
102080 a3da8059633ecf5fbee9779e2bac40,    59633e005f0000772b0040
102090 b29d7f6f939d1e0d3c14877dac317db,    b29000039000048771700
1020a0 a3da8059633ecf5fbee9779e2bac40,    59633e005f0000772b0040
1020b0 b29d7f6f939d1e0d3c14877dac317db,    b29000039000048771700
1020c0 13db7498e6fc68003d7a0a44ea8d335d,    1300740068003d7a0a44335d
1020d0 691cfcac8ebd2f3e2899744cb20d7a93,    691c00002f3e2800744cd7a00
1020e0 13db7498e6fc68003d7a0a44ea8d335d,    1300740068003d7a0a44335d
1020f0 691cfcac8ebd2f3e2899744cb20d7a93,    691c00002f3e2800744cd7a00
102100 2ddfefad90cf6cdf356b5169df0a1a58,    2d0000006c00356b5169a1a58
102110 499fc9c5b2aac5b342fbf3127eb17511,    490000000420000127e007511
102120 2ddfefad90cf6cdf356b5169df0a1a58,    2d0000006c00356b5169a1a58
102130 499fc9c5b2aac5b342fbf3127eb17511,    490000000420000127e007511
102140 709f10c9332186e4c3e70de25aa9842c,    7000100033210000d005a00002c
102150 9c894fc0cdf9a14504262fc59947dd,    4f0004504262f4700
102160 709f10c9332186e4c3e70de25aa9842c,    7000100033210000d005a00002c
102170 9c894fc0cdf9a14504262fc59947dd,    4f0004504262f4700
102180 2d6037fc6c6bf4bda116048ad61e379e,    2d6037006c6b00001604001e3700
102190 256b230e57f1d89f199c3cfd47f09c1e,    256b230e5700000019003c004700001e
1021a0 2d6037fc6c6bf4bda116048ad61e379e,    2d6037006c6b00001604001e3700
1021b0 256b230e57f1d89f199c3cfd47f09c1e,    256b230e5700000019003c004700001e
1021c0 30073efdb0c60a55999b2876d37c673,    30073e00a5590000006d370073
1021d0 9edcde0efd32bf0b7c4fb50637a4dbb9,    e32000b7c4f000637000000
1021e0 30073efdb0c60a55999b2876d37c673,    30073e00a5590000006d370073
1021f0 9edcde0efd32bf0b7c4fb50637a4dbb9,    e32000b7c4f000637000000
102200 292f0e325b57469edae4281732628f2a,    292f0e325b57460028173262002a
102210 f41412e2e52b05fe2dd19cf5cf4379d8,    1412002b05002d000000437900
102220 292f0e325b57469edae4281732628f2a,    292f0e325b57460028173262002a
102230 f41412e2e52b05fe2dd19cf5cf4379d8,    1412002b05002d000000437900
102240 3d023722b01e2dcaa80599e1f4de0ff0,    3d0237221e2d0050000f00
102250 71bbb245acf61d75843ae487b09ee144,    710000451d753a000044
102260 3d023722b01e2dcaa80599e1f4de0ff0,    3d0237221e2d0050000f00
102270 71bbb245acf61d75843ae487b09ee144,    710000451d753a000044
102280 59b5d74c349c26d0ecf6537f23df40bb,    5900004c34002600537f23004000
102290 3b5909f0b2b6783f13268a1c1121bfc2,    3b590900783f1326001c11210000
1022a0 59b5d74c349c26d0ecf6537f23df40bb,    5900004c34002600537f23004000
1022b0 3b5909f0b2b6783f13268a1c1121bfc2,    3b590900783f1326001c11210000
1022c0 823582a21fa1fd35b38a351eb7f94368,    3500001f000035351e4368
1022d0 68e15fff15c730c9e2eb1c089f125738,    68005f00150030001c08125738
1022e0 823582a21fa1fd35b38a351eb7f94368,    3500001f000035351e4368
1022f0 68e15fff15c730c9e2eb1c089f125738,    68005f00150030001c08125738
102300 ac494acc840daf44f67d341ee4dbb746,    494a00d00447d341e46
102310 e988fa4c70babc3759db5bdd3f77099a,    4c7000003759005b003f770900
102320 ac494acc840daf44f67d341ee4dbb746,    494a00d00447d341e46
102330 e988fa4c70babc3759db5bdd3f77099a,    4c7000003759005b003f770900
102340 11f00c92809a261afdcf1c6962397e0,    11000c0080900610230000
102350 c4b1c6bc73ac2c44ae4921c36c189dcf,    073002c444921006c180000
102360 11f00c92809a261afdcf1c6962397e0,    11000c0080900610230000
102370 c4b1c6bc73ac2c44ae4921c36c189dcf,    073002c444921006c180000
102380 39d4bb5de2ef5e7a46d046ba2e21d4e3,    3900005d5e7a460046002e210000
102390 2d6263e2a253de2a6cdb123dff86cdae,    2d62630053002a6c00123d0
1023a0 39d4bb5de2ef5e7a46d046ba2e21d4e3,    3900005d5e7a460046002e210000
1023b0 2d6263e2a253de2a6cdb123dff86cdae,    2d62630053002a6c00123d0
1023c0 2d8397fdf57c99b647cea30205cf03a,    200397f570000647c0030205c003a
1023d0 f79fb5d77c44584875ba88dba7e5fcaa,    07c445848750000000
1023e0 2d8397fdf57c99b647cea30205cf03a,    200397f570000647c0030205c003a
1023f0 f79fb5d77c44584875ba88dba7e5fcaa,    07c445848750000000
102400 9f58ecf6378e3af3b09c233ee8d9455b,    58000037003a00233e455b
102410 774f9bfb356453d95d490f56fed95f55,    774f0000356453005d490f565f55
102420 9f58ecf6378e3af3b09c233ee8d9455b,    58000037003a00233e455b
102430 774f9bfb356453d95d490f56fed95f55,    774f0000356453005d490f565f55
102440 c8f55d01a7ad16aeec65c103c3f9e41d,    5d0116006500031d
102450 71f4a97b45d7633a3dbbb5cc2de9d553,    7100007b4500633a3d0000002d000053
102460 c8f55d01a7ad16aeec65c103c3f9e41d,    5d0116006500031d
102470 71f4a97b45d7633a3dbbb5cc2de9d553,    7100007b4500633a3d0000002d000053
102480 1a9bd271662f0de7e9bf68b06f4a9867,    1a000071662f0d0068006f4a0067
102490 7696bfa57ddd84744a6e214296b50627,    760000007d0000744a6e2142627
1024a0 1a9bd271662f0de7e9bf68b06f4a9867,    1a000071662f0d0068006f4a0067
1024b0 7696bfa57ddd84744a6e214296b50627,    760000007d0000744a6e2142627
1024c0 f66ebecabfd1cb70a825a0d88fe9db26,    6e00007025000026
1024d0 67444f7a6b950028f9a133d86abc4eb3,    67444f7a6b00002833006a004e00
1024e0 f66ebecabfd1cb70a825a0d88fe9db26,    6e00007025000026
1024f0 67444f7a6b950028f9a133d86abc4eb3,    67444f7a6b00002833006a004e00
102500 a5c66b95e03711eb87a07acef6035ece,    6b003711007a0035e00
102510 aa6a8134f07a5dcc7661e1229b8338f,    6a00347a5d007661e1229003300
102520 a5c66b95e03711eb87a07acef6035ece,    6b003711007a0035e00
102530 aa6a8134f07a5dcc7661e1229b8338f,    6a00347a5d007661e1229003300
102540 368da2f5e8f6a287a60ea98411cc32,    368002f5000000e00110032
102550 8c7a76c835b2becf106371134fcfd31,    800006c5b2b006371134000031
102560 368da2f5e8f6a287a60ea98411cc32,    368002f5000000e00110032
102570 8c7a76c835b2becf106371134fcfd31,    800006c5b2b006371134000031
102580 827aaeaf15f60b1d70965a124f0978a4,    7a000015000b1d70005a124f097800
102590 688d675da2c2d27f8eeae45d2b731a82,    6800675d7f5d2b731a00
1025a0 827aaeaf15f60b1d70965a124f0978a4,    7a000015000b1d70005a124f097800
1025b0 688d675da2c2d27f8eeae45d2b731a82,    6800675d7f5d2b731a00
1025c0 1dcb6e6066b2837f6d7c7b0f66414956,    1d006e606600007f6d7c7b0f66414956
1025d0 98cdba474d05d82f2f37f35543856116,    474d05002f2f37005543006116
1025e0 1dcb6e6066b2837f6d7c7b0f66414956,    1d006e606600007f6d7c7b0f66414956
1025f0 98cdba474d05d82f2f37f35543856116,    474d05002f2f37005543006116
102600 49218a27dccf5f02ef9352321a8bcbf,    492100275f02e00352321000000
102610 5f23d6c5ddd4af2d194eaa8e77833b07,    5f2300002d194e000077003b07
102620 49218a27dccf5f02ef9352321a8bcbf,    492100275f02e00352321000000
102630 5f23d6c5ddd4af2d194eaa8e77833b07,    5f2300002d194e000077003b07
102640 dd857b327f4be280ca6006c7e0eb670e,    7b327f4b0000600600670e
102650 d295fc46260f3ee1a81eaadb31c8ac,    46260f3e001e00310000
102660 dd857b327f4be280ca6006c7e0eb670e,    7b327f4b0000600600670e
102670 d295fc46260f3ee1a81eaadb31c8ac,    46260f3e001e00310000
102680 77ad528e4af1c5b5aca051a8565b86b0,    770052004a0000005100565b0000
102690 9f5611d5ece86ef0ba9da9f5afabf70,    5611006e00b0000005a000070
1026a0 77ad528e4af1c5b5aca051a8565b86b0,    770052004a0000005100565b0000
1026b0 9f5611d5ece86ef0ba9da9f5afabf70,    5611006e00b0000005a000070
1026c0 68bd8e5c42a6bd651d5540835165f10d,    6800005c420000651d5540005165000d
1026d0 75d0ed40f5bb00c94c9d958dd1bbba9,    75000040f5b000c581b0000
1026e0 68bd8e5c42a6bd651d5540835165f10d,    6800005c420000651d5540005165000d
1026f0 75d0ed40f5bb00c94c9d958dd1bbba9,    75000040f5b000c581b0000
102700 87ca67152cf39880ddc167156e1a1b0d,    67152c00000067156e1a1b0d
102710 592892ab47cc703ce2a65770e919b3ea,    592800004700703c5770190000
102720 87ca67152cf39880ddc167156e1a1b0d,    67152c00000067156e1a1b0d
102730 592892ab47cc703ce2a65770e919b3ea,    592800004700703c5770190000
102740 9265696a2e4e92478f3ceaddc5e40a6d,    65696a2e4e00473c0000a6d
102750 95bdb0be85462033c4d2f0af86e6bb18,    0462033018
102760 9265696a2e4e92478f3ceaddc5e40a6d,    65696a2e4e00473c0000a6d
102770 95bdb0be85462033c4d2f0af86e6bb18,    0462033018
102780 51165e974023cf6e47ed796fd9c26f7f,    51165e004023006e4700796f6f7f
102790 89b622fbc514a875ca036bed58a80dd,    2200140075c0036000
1027a0 51165e974023cf6e47ed796fd9c26f7f,    51165e004023006e4700796f6f7f
1027b0 89b622fbc514a875ca036bed58a80dd,    2200140075c0036000
1027c0 5328175f6e86c9d85c109ba48b9ecfe,    5328175f6e0000005c1000008000000
1027d0 fd5235768415cceed5dd09e18e0a5762,    523576150000900a5762
1027e0 5328175f6e86c9d85c109ba48b9ecfe,    5328175f6e0000005c1000008000000
1027f0 fd5235768415cceed5dd09e18e0a5762,    523576150000900a5762
102800 51bc010f9eba4ba649f75d829f74742a,    5100010f4b0049005d0074742a
102810 f7c49362ae1852315dafb43c266bf08b,    621852315d00003c266b0000
102820 51bc010f9eba4ba649f75d829f74742a,    5100010f4b0049005d0074742a
102830 f7c49362ae1852315dafb43c266bf08b,    621852315d00003c266b0000
102840 df1b9c26873807f9fc7b5d4250697889,    1b00263807007b5d4250697800
102850 59e5ad8e51822effdd6d53e7275d516c,    5900000051002e006d5300275d516c
102860 df1b9c26873807f9fc7b5d4250697889,    1b00263807007b5d4250697800
102870 59e5ad8e51822effdd6d53e7275d516c,    5900000051002e006d5300275d516c
102880 a3da8059633ecf5fbee9779e2bac40,    59633e005f0000772b0040
102890 b29d7f6f939d1e0d3c14877dac317db,    b29000039000048771700
1028a0 a3da8059633ecf5fbee9779e2bac40,    59633e005f0000772b0040
1028b0 b29d7f6f939d1e0d3c14877dac317db,    b29000039000048771700
1028c0 13db7498e6fc68003d7a0a44ea8d335d,    1300740068003d7a0a44335d
1028d0 691cfcac8ebd2f3e2899744cb20d7a93,    691c00002f3e2800744cd7a00
1028e0 13db7498e6fc68003d7a0a44ea8d335d,    1300740068003d7a0a44335d
1028f0 691cfcac8ebd2f3e2899744cb20d7a93,    691c00002f3e2800744cd7a00
102900 2ddfefad90cf6cdf356b5169df0a1a58,    2d0000006c00356b5169a1a58
